source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,light meal,breakfast,uses,2,arabculture
1,3,light meal,family,uses,1,arabculture
4,1,hamis,light meal,is,1,arabculture
4,5,hamis,mother,prepared by,1,arabculture
1,6,light meal,meal,is,1,arabculture
7,8,kuskus,algerian dishes,uses,1,arabculture
9,10,milled salt,soup,used in,1,arabculture
11,6,main dish,meal,uses,1,arabculture
15,13,ifftar,family gathering,uses,1,arabculture
16,17,sahur,vitamins,uses,1,arabculture
16,18,sahur,energy,uses,1,arabculture
1,16,light meal,sahur,uses,1,arabculture
20,21,halwa,every household,exists in,1,arabculture
22,23,fruit,sweet dish,uses,1,arabculture
1,24,light meal,omer,enjoy,1,arabculture
25,26,acasmic meal,acasmic wedding feast,uses,1,arabculture
27,28,women,singing,perform,1,arabculture
29,28,henna party,singing,includes,1,arabculture
30,31,music,wedding,used in,1,arabculture
33,32,algeria,important ceremony,uses,1,arabculture
35,34,thigh meat,lambs,uses,1,arabculture
36,38,cake,birthday,uses,1,arabculture
37,38,gift,birthday,uses,1,arabculture
40,41,workplace,professional atmosphere,uses,1,arabculture
42,43,places,travel,used for,1,arabculture
44,45,cleaning,house,uses,2,arabculture
44,46,cleaning,windows,uses,1,arabculture
47,48,materials,effective cleaning products,uses,1,arabculture
5,49,mother,different techniques,uses,1,arabculture
51,50,gifts,wrapping paper,wrapped with,1,arabculture
52,53,games,child,used by,1,arabculture
54,55,banat games,friends,used by,1,arabculture
56,52,streets,games,uses,1,arabculture
57,52,parks,games,uses,1,arabculture
52,58,games,children,used by,1,arabculture
59,60,street,play,uses,1,arabculture
3,61,family,funeral rituals,performs,1,arabculture
63,62,vena,lala,uses,1,arabculture
64,3,barbecue,family,uses,1,arabculture
65,3,harvest,family,uses,1,arabculture
67,58,parents,children,uses,1,arabculture
69,1,smir,light meal,uses,1,arabculture
7,6,kuskus,meal,used in,1,arabculture
72,73,hassaa,winter,used in,1,arabculture
74,2,tamarind,breakfast,uses,1,arabculture
6,11,meal,main dish,consists of,1,arabculture
6,77,meal,side dish,consists of,1,arabculture
6,78,meal,bread,consists of,1,arabculture
6,79,meal,drinks,consists of,1,arabculture
81,80,families,r samt,uses,1,arabculture
82,83,kiskis,zibib,uses,1,arabculture
84,85,saher,mashwi,uses,1,arabculture
86,16,water,sahur,used for,1,arabculture
87,1,coffee,light meal,uses,1,arabculture
89,88,boufarik,zlabiya,uses,1,arabculture
91,90,yasmine,koukou,uses,1,arabculture
92,1,kseera,light meal,uses,1,arabculture
45,93,house,place for wedding ceremony,uses,1,arabculture
94,96,maculations,algerian wedding banquet,used in,1,arabculture
98,97,groom,hammam,uses,1,arabculture
99,100,henna,wedding celebration,used during,1,arabculture
102,101,bride,mawkeb,uses,1,arabculture
104,103,brides and grooms,new house,move to,1,arabculture
105,31,events,wedding,uses,1,arabculture
106,107,accolade,mould,uses,1,arabculture
3,109,family,traditional dishes,prepares,1,arabculture
110,111,chom,ashura,performs,1,arabculture
58,2,children,breakfast,uses,1,arabculture
114,115,workers,transportation means,uses,1,arabculture
116,117,students,phones,uses,1,arabculture
118,119,food,work,uses,1,arabculture
3,120,family,household tasks,performs,1,arabculture
121,122,father,household chores,performs,1,arabculture
5,58,mother,children,takes care of,1,arabculture
124,3,brother,family,helps,1,arabculture
27,126,women,daughters,uses,1,arabculture
128,127,youth,smartphones,uses,1,arabculture
129,130,darja dialect,communication,uses,1,arabculture
131,132,arabs,fingers,uses,1,arabculture
133,134,simple way,cleaning tools,uses,1,arabculture
52,58,games,children,plays,1,arabculture
135,52,at home,games,plays,1,arabculture
58,136,children,activities,perform,1,arabculture
137,138,traditional instruments,festivals,uses,1,arabculture
139,138,musical instruments,festivals,uses,1,arabculture
140,30,france,music,uses,1,arabculture
141,142,community,plants,uses,1,arabculture
144,145,falahun,conditions,uses,1,arabculture
78,147,bread,brani,uses,1,arabculture
148,149,time,home,spends,1,arabculture
150,151,fava beans,oil,uses,1,arabculture
154,152,ahmed,jebn,uses,1,arabculture
154,153,ahmed,fetir,uses,1,arabculture
155,1,bazala,light meal,uses,1,arabculture
156,1,ariz,light meal,uses,1,arabculture
157,1,lham,light meal,uses,1,arabculture
158,1,koshari,light meal,is,1,arabculture
159,118,shawarma,food,uses,1,arabculture
160,118,kebabs,food,uses,1,arabculture
162,1,shams as-samak,light meal,is,1,arabculture
163,165,smoked fish,unspecified meal,uses,1,arabculture
164,165,salted fish,unspecified meal,uses,1,arabculture
1,166,light meal,butter chicken vegetables,uses,1,arabculture
167,169,batata,fran,uses,1,arabculture
168,169,dajaj,fran,uses,1,arabculture
72,169,hassaa,fran,uses,1,arabculture
170,16,zabadi,sahur,uses,2,arabculture
171,16,ful,sahur,uses,1,arabculture
78,16,bread,sahur,uses,1,arabculture
150,16,fava beans,sahur,uses,1,arabculture
16,172,sahur,milk,uses,1,arabculture
173,16,options,sahur,uses,1,arabculture
86,16,water,sahur,uses,1,arabculture
176,175,kenafeh,sman,uses,1,arabculture
177,178,cataif,tea,uses,1,arabculture
179,180,mango,fruit juice,uses,1,arabculture
181,182,baticha,market,uses,1,arabculture
183,182,jowiwa,market,purchased from,1,arabculture
1,185,light meal,watching movies,uses,1,arabculture
186,187,french fries,snacks,uses,1,arabculture
189,42,wedding celebrations,places,uses,1,arabculture
118,189,food,wedding celebrations,used in,1,arabculture
190,191,rachel,hanoum,rachel uses,1,arabculture
118,192,food,guests,receives,1,arabculture
193,31,sharbat,wedding,used in,1,arabculture
44,194,cleaning,houses,uses,1,arabculture
58,195,children,mosque,uses,1,arabculture
196,197,lamha,days of eid,distributed during,1,arabculture
200,199,people,abayas,uses,1,arabculture
202,201,babies,arjoohat,use,1,arabculture
203,205,fisk,sham al nisim,uses,1,arabculture
204,205,roasted fish,sham al nisim,uses,1,arabculture
200,206,people,fisekh,uses,1,arabculture
200,207,people,renje,uses,1,arabculture
209,210,march,university day,uses,1,arabculture
211,205,eggs,sham al nisim,used for,1,arabculture
78,205,bread,sham al nisim,used for,1,arabculture
212,213,arab cart,fava bean,uses,1,arabculture
215,216,workmates,garden lunch,enjoy,1,arabculture
58,217,children,shawerma,eat,1,arabculture
218,219,men,coffee shop,goes to,1,arabculture
87,218,coffee,men,used by,1,arabculture
220,60,boys,play,goes to,1,arabculture
27,118,women,food,uses,1,arabculture
223,222,clothes,electric washing machine,uses,1,arabculture
27,223,women,clothes,uses,1,arabculture
224,149,daily cleaning,home,uses,1,arabculture
44,226,cleaning,week,performed during,1,arabculture
227,228,weekly,polishing,uses,1,arabculture
229,44,bathroom,cleaning,cleaned by,1,arabculture
200,230,people,sitting,enjoy,1,arabculture
200,231,people,playing,enjoy,1,arabculture
149,185,home,watching movies,uses,1,arabculture
149,187,home,snacks,uses,1,arabculture
233,118,right hand,food,uses,1,arabculture
234,118,bismillah,food,used before,1,arabculture
235,118,shai,food,drank after,1,arabculture
236,237,shower,twice a week,uses,1,arabculture
238,58,game,children,plays,1,arabculture
58,239,children,naila,plays with,1,arabculture
58,238,children,game,plays,1,arabculture
238,240,game,bank game,is,1,arabculture
241,242,ball,children's game,used in,1,arabculture
58,243,children,bily,plays with,1,arabculture
244,245,nurse,four men,uses,1,arabculture
118,200,food,people,uses,1,arabculture
200,246,people,quran reader,uses,1,arabculture
248,247,music ensemble,rababa,uses,1,arabculture
249,250,egypt,radio,uses,2,arabculture
250,251,radio,song,plays,1,arabculture
250,254,radio,ramadan song,plays,1,arabculture
256,257,batikh,may,grown,1,arabculture
258,259,irrigation,crops,uses,1,arabculture
260,2,ahmed's honey,breakfast,uses,1,arabculture
261,2,flour,breakfast,uses,1,arabculture
262,263,jebneh,tomato,uses,1,arabculture
264,3,kfta dawood basha,family,used for,1,arabculture
265,16,falafel,sahur,uses,1,arabculture
58,1,children,light meal,uses,1,arabculture
267,268,egyptian weddings,wedding ceremonies,uses,1,arabculture
270,269,shorouq,frish,uses,1,arabculture
271,100,white song,wedding celebration,used in,1,arabculture
275,273,shaima,khubz,uses,1,arabculture
275,274,shaima,biscuits,uses,1,arabculture
3,276,family,living room,uses,1,arabculture
278,279,neighbors,new year,use,1,arabculture
3,280,family,outdoor,uses,1,arabculture
281,282,afтар,morning,uses,1,arabculture
5,283,mother,housework,does,1,arabculture
5,44,mother,cleaning,does,1,arabculture
119,284,work,mobilia,uses,1,arabculture
285,286,flash,soap,uses,1,arabculture
223,287,clothes,washing machine,uses,1,arabculture
223,288,clothes,outdoor area,uses,1,arabculture
45,44,house,cleaning,needs,1,arabculture
44,290,cleaning,dust,uses,1,arabculture
291,128,suhra,youth,uses,1,arabculture
187,293,snacks,morsa,uses,1,arabculture
178,293,tea,morsa,uses,1,arabculture
223,297,clothes,amusement park,uses,1,arabculture
297,223,amusement park,clothes,uses,1,arabculture
3,6,family,meal,uses,1,arabculture
249,118,egypt,food,uses,1,arabculture
298,299,meeting,sixth hour,at,1,arabculture
300,52,nadir and ahmed,games,plays,1,arabculture
301,238,stone-paper-scissors,game,uses,1,arabculture
302,58,basmat,children,used by,1,arabculture
303,304,venkatagiri cotton,sarees,used for,1,diwali
303,305,venkatagiri cotton,salwar suits,used for,1,diwali
306,307,kullu shawl,wool,uses,1,diwali
308,309,dabu print,fabric,uses,1,diwali
310,311,leirum phee,muffler,used as,1,diwali
312,313,lasingphee,warmth,used for,1,diwali
312,314,lasingphee,cultural significance,holds,1,diwali
312,315,lasingphee,quilts,used as,1,diwali
312,316,lasingphee,covers,used as,1,diwali
312,317,lasingphee,scarves,used as,1,diwali
312,318,lasingphee,bedspreads,used as,1,diwali
320,313,loi,warmth,used for,1,diwali
322,323,ringaal,wild bamboo plant,made from,1,diwali
324,325,tsugdan,sheep wool,made from,1,diwali
324,326,tsugdan,decorative purposes,used for,1,diwali
324,327,tsugdan,functional purposes,used for,1,diwali
328,329,veeranatyam,lord shiva,associated with,1,diwali
330,331,rasaka,playful scenes,depicting,1,diwali
330,332,rasaka,krishna's leelas,associated with,1,diwali
333,334,bhortal nritya,cymbals,uses,1,diwali
335,334,barpeta's bhortal nritya,cymbals,uses,2,diwali
337,338,ojapali,religious rituals,associated with,1,diwali
339,340,suvari,religious ceremonies,used during,1,diwali
344,341,united states,american dishes,uses,1,culturebank
344,342,united states,processed foods,uses,1,culturebank
344,343,united states,fast food,uses,1,culturebank
345,346,grocery store,produce,uses,1,culturebank
347,345,customer,grocery store,shop for groceries,1,culturebank
87,349,coffee,settings,uses,1,culturebank
172,351,milk,refrigeration,uses,1,culturebank
352,353,guns,general,own,1,culturebank
352,353,guns,general,carry,1,culturebank
352,353,guns,general,purchase,1,culturebank
354,355,tampons,menstrual hygiene,uses,1,culturebank
358,356,school shooting,fear,causes,1,culturebank
358,357,school shooting,concern,causes,1,culturebank
359,361,paying,payment practices,uses,1,culturebank
360,362,chatting,hours,uses,1,culturebank
118,363,food,banned substances,uses,1,culturebank
118,364,food,food regulations,uses,1,culturebank
365,367,bank cheques,payments,uses,1,culturebank
366,367,ach system,payments,uses,1,culturebank
368,369,ranch dressing,american cuisine,uses,1,culturebank
368,370,ranch dressing,pizza,used on,1,culturebank
368,371,ranch dressing,tacos,used on,1,culturebank
368,372,ranch dressing,dipping sauce,used as,1,culturebank
373,374,fork,specific manner,uses,1,culturebank
377,375,grocery shopping,stores,uses,1,culturebank
377,376,grocery shopping,times,uses,1,culturebank
378,382,window treatments,homes,use,1,culturebank
379,378,blinds,window treatments,use,1,culturebank
380,378,shutters,window treatments,use,1,culturebank
381,378,curtains,window treatments,use,1,culturebank
383,44,sponges,cleaning,uses,1,culturebank
384,44,loofahs,cleaning,uses,1,culturebank
385,44,washcloths,cleaning,uses,1,culturebank
386,44,hands,cleaning,uses,1,culturebank
387,389,kettle,boiling water,uses,1,culturebank
390,389,electric kettle,boiling water,uses,1,culturebank
391,389,filtering water,boiling water,uses,1,culturebank
388,387,microwave,kettle,puts in,1,culturebank
392,393,peanut butter,sandwiches,used in,1,culturebank
394,395,lemonade,fizzy and non-fizzy drinks,uses,1,culturebank
396,397,tobacco products,vending machines,are sold through,1,culturebank
396,398,tobacco products,pharmacies,are sold in,1,culturebank
349,399,settings,slang,uses,1,culturebank
349,400,settings,internet slang,uses,1,culturebank
401,402,fanta,artificial orange flavoring,associates with,1,culturebank
403,405,yellow school bus,school buses,used and maintained,1,culturebank
405,406,school buses,schools,used in,1,culturebank
405,407,school buses,workplaces,used in,1,culturebank
408,409,school lunches,fast-paced meal consumption,uses,1,culturebank
410,411,sarcasm,humor and communication,uses,1,culturebank
412,413,paper checks,financial transactions,used in,1,culturebank
415,414,chick-fil-a,chicken burger,uses,1,culturebank
415,416,chick-fil-a,humorous twist,uses,1,culturebank
421,418,kitchens,dumpsters,uses,1,culturebank
421,419,kitchens,garbage disposals,uses,1,culturebank
421,420,kitchens,waste pick-up services,uses,1,culturebank
422,424,toilet paper,toilets,used in,1,culturebank
423,424,shelves,toilets,used in,1,culturebank
344,425,united states,inches,uses,1,culturebank
344,426,united states,feet,uses,1,culturebank
344,427,united states,pounds,uses,1,culturebank
344,428,united states,yards,uses,1,culturebank
431,429,yellow mustard,spicy,uses,1,culturebank
431,430,yellow mustard,vinegar-based,uses,1,culturebank
432,433,athleisure wear,sweatpants,includes,1,culturebank
432,434,athleisure wear,fashion choice,uses,1,culturebank
435,437,bank transfers,efficient and quick money transactions,uses,1,culturebank
436,437,digital transfers,efficient and quick money transactions,uses,1,culturebank
438,440,unhealthy food,obesity,uses,1,culturebank
439,440,lack of exercise,obesity,uses,1,culturebank
441,353,cereal,general,consumed,1,culturebank
441,172,cereal,milk,uses,1,culturebank
443,444,napkins,hand out napkins,uses,1,culturebank
445,446,tip-based compensation system,servers,uses,1,culturebank
447,448,home cooking,fast food restaurants,uses,1,culturebank
287,451,washing machine,convenience and efficiency,uses,1,culturebank
450,452,mangle,pressing sheets and tablecloths,uses,1,culturebank
455,454,movie theaters,comfortable seating,prioritize comfort through,1,culturebank
455,453,movie theaters,blankets,prioritize comfort through,1,culturebank
456,457,toilet features,public restrooms,use,1,culturebank
458,460,fahrenheit,temperature measurement,uses,1,culturebank
461,462,sidewalks,neighborhoods,use,1,culturebank
398,464,pharmacies,supermarkets,uses,1,culturebank
464,398,supermarkets,pharmacies,uses,1,culturebank
398,465,pharmacies,beer,uses,1,culturebank
398,466,pharmacies,goods,uses,1,culturebank
467,470,french toast,"terms like 'french toast', 'eggy bread', and 'toast bread'",uses,1,culturebank
468,470,eggy bread,"terms like 'french toast', 'eggy bread', and 'toast bread'",uses,1,culturebank
469,470,toast bread,"terms like 'french toast', 'eggy bread', and 'toast bread'",uses,1,culturebank
471,455,popcorn,movie theaters,eats,1,culturebank
472,473,cheese,canned cheese,uses,1,culturebank
472,474,cheese,cheese in tubes,uses,1,culturebank
472,475,cheese,deli cheeses,uses,1,culturebank
477,476,daily grooming rituals,makeup,includes,1,culturebank
477,432,daily grooming rituals,athleisure wear,includes,1,culturebank
478,479,mcdonald's,meals,uses,1,culturebank
480,482,walking,school settings,uses,1,culturebank
481,482,cycling,school settings,uses,1,culturebank
483,118,sugar,food,used in,1,culturebank
484,486,umbrellas,sun protection,use,1,culturebank
485,486,parasols,sun protection,use,1,culturebank
344,487,united states,extreme debt,struggle with,1,culturebank
344,488,united states,medical debt,struggle with,1,culturebank
344,489,united states,student loans,struggle with,1,culturebank
344,490,united states,financial insecurity,struggle with,1,culturebank
